Date,Open,High,Low,Close,Volume
2010-10-29 00:00:00-04:00,9.165436815023174,9.215145750401915,9.064210498266577,9.067524909973145,430511200
2010-11-01 00:00:00-04:00,9.104886663212802,9.206714774489486,9.104284115729463,9.163934707641602,423889200
2010-11-02 00:00:00-04:00,9.248891970937052,9.344995475531999,9.248891970937052,9.319990158081055,433930000
2010-11-03 00:00:00-04:00,9.380548005487316,9.426039951370976,9.29498865157378,9.423629760742188,508348400
2010-11-04 00:00:00-04:00,9.50346327541958,9.645962950133832,9.490809777332922,9.588420867919922,642488000
2010-11-05 00:00:00-04:00,9.579985739917834,9.627585388356232,9.542628595559574,9.554076194763184,361253200
2010-11-08 00:00:00-05:00,9.556185572159777,9.633610923144984,9.542929525720163,9.598965644836426,281758400
2010-11-09 00:00:00-05:00,9.67217322217943,9.679705469028274,9.47484412233963,9.522443771362305,383544000
2010-11-10 00:00:00-05:00,9.539312509613097,9.60348260698571,9.446220938816102,9.581189155578613,384227200
2010-11-11 00:00:00-05:00,9.489906813572837,9.59233828929768,9.46731168242585,9.539616584777832,361284000
2010-11-12 00:00:00-05:00,9.520033412009706,9.53509629650111,9.14736699851792,9.279923439025879,795846800
2010-11-15 00:00:00-05:00,9.292879257270524,9.35554259874785,9.22690150175763,9.250099182128906,403606000
2010-11-16 00:00:00-05:00,9.210329257583185,9.266967107148009,9.017518102045871,9.085906028747559,657650000
2010-11-17 00:00:00-05:00,9.074157471960554,9.158210834027221,8.970521719079816,9.053069114685059,479449600
2010-11-18 00:00:00-05:00,9.194662764178151,9.329329295527868,9.179299011829158,9.291972160339355,494491200
2010-11-19 00:00:00-05:00,9.278115080230599,9.291069448379089,9.195869363157442,9.240757942199707,384843200
2010-11-22 00:00:00-05:00,9.23925244871439,9.440499305725098,9.214850479927465,9.440499305725098,393075200
2010-11-23 00:00:00-05:00,9.352830326077825,9.391995918386801,9.235637638580757,9.30101203918457,519447600
2010-11-24 00:00:00-05:00,9.399526895912109,9.50195837825095,9.39199625766935,9.483881950378418,413725200
2010-11-26 00:00:00-05:00,9.451948521152694,9.571250541660346,9.427847419780543,9.489908218383789,237585600
2010-11-29 00:00:00-05:00,9.504968613229634,9.564619205610635,9.380847048563023,9.546242713928223,445785200
2010-11-30 00:00:00-05:00,9.445920949885512,9.470625397894526,9.365482868151386,9.373918533325195,501858000
2010-12-01 00:00:00-05:00,9.498041880114743,9.572756176694828,9.489907889409903,9.532085418701172,461750800
2010-12-02 00:00:00-05:00,9.566128419035488,9.610414464012507,9.486593739240792,9.584807395935059,462837200
2010-12-03 00:00:00-05:00,9.55046020537293,9.599867488692688,9.530275267477657,9.563414573669434,342092800
2010-12-06 00:00:00-05:00,9.599566700013533,9.710734697380575,9.592938677824145,9.645058631896973,448481600
2010-12-07 00:00:00-05:00,9.75502401744112,9.760747013647716,9.583904500136992,9.586615562438965,391454000
2010-12-08 00:00:00-05:00,9.629392128656422,9.671268778038066,9.553473556400247,9.670967102050781,321935600
2010-12-09 00:00:00-05:00,9.70470907828225,9.71585499964015,9.611014154520998,9.633308410644531,294151200
